geometry,lat,lon
POINT (77.58844148333333 12.888255564102565),12.888255564102565,77.58844148333333
POINT (77.59341721282051 12.888255564102565),12.888255564102565,77.59341721282051
POINT (77.5983929423077 12.888255564102565),12.888255564102565,77.5983929423077
POINT (77.60336867179487 12.888255564102565),12.888255564102565,77.60336867179487
POINT (77.60834440128205 12.888255564102565),12.888255564102565,77.60834440128205
POINT (77.61332013076924 12.888255564102565),12.888255564102565,77.61332013076924
POINT (77.61829586025641 12.888255564102565),12.888255564102565,77.61829586025641
POINT (77.6232715897436 12.888255564102565),12.888255564102565,77.6232715897436
POINT (77.62824731923077 12.888255564102565),12.888255564102565,77.62824731923077
POINT (77.63322304871795 12.888255564102565),12.888255564102565,77.63322304871795
POINT (77.63819877820514 12.888255564102565),12.888255564102565,77.63819877820514
POINT (77.64317450769231 12.888255564102565),12.888255564102565,77.64317450769231
POINT (77.6481502371795 12.888255564102565),12.888255564102565,77.6481502371795
POINT (77.65312596666668 12.888255564102565),12.888255564102565,77.65312596666668
POINT (77.65810169615385 12.888255564102565),12.888255564102565,77.65810169615385
POINT (77.66307742564103 12.888255564102565),12.888255564102565,77.66307742564103
POINT (77.66805315512822 12.888255564102565),12.888255564102565,77.66805315512822
POINT (77.67302888461539 12.888255564102565),12.888255564102565,77.67302888461539
POINT (77.67800461410258 12.888255564102565),12.888255564102565,77.67800461410258
POINT (77.68298034358976 12.888255564102565),12.888255564102565,77.68298034358976
POINT (77.68795607307693 12.888255564102565),12.888255564102565,77.68795607307693
POINT (77.69293180256412 12.888255564102565),12.888255564102565,77.69293180256412
POINT (77.69790753205129 12.888255564102565),12.888255564102565,77.69790753205129
POINT (77.70288326153847 12.888255564102565),12.888255564102565,77.70288326153847
POINT (77.70785899102566 12.888255564102565),12.888255564102565,77.70785899102566
POINT (77.71283472051283 12.888255564102565),12.888255564102565,77.71283472051283
POINT (77.71781045000002 12.888255564102565),12.888255564102565,77.71781045000002
POINT (77.52375699999999 12.892669646153847),12.892669646153847,77.52375699999999
POINT (77.52873272948717 12.892669646153847),12.892669646153847,77.52873272948717
POINT (77.53370845897435 12.892669646153847),12.892669646153847,77.53370845897435
POINT (77.53868418846153 12.892669646153847),12.892669646153847,77.53868418846153
POINT (77.54365991794872 12.892669646153847),12.892669646153847,77.54365991794872
POINT (77.54863564743589 12.892669646153847),12.892669646153847,77.54863564743589
POINT (77.55361137692307 12.892669646153847),12.892669646153847,77.55361137692307
POINT (77.55858710641024 12.892669646153847),12.892669646153847,77.55858710641024
POINT (77.56356283589743 12.892669646153847),12.892669646153847,77.56356283589743
POINT (77.56853856538461 12.892669646153847),12.892669646153847,77.56853856538461
POINT (77.57351429487179 12.892669646153847),12.892669646153847,77.57351429487179
POINT (77.57849002435897 12.892669646153847),12.892669646153847,77.57849002435897
POINT (77.58346575384616 12.892669646153847),12.892669646153847,77.58346575384616
POINT (77.58844148333333 12.892669646153847),12.892669646153847,77.58844148333333
POINT (77.59341721282051 12.892669646153847),12.892669646153847,77.59341721282051
POINT (77.5983929423077 12.892669646153847),12.892669646153847,77.5983929423077
POINT (77.60336867179487 12.892669646153847),12.892669646153847,77.60336867179487
POINT (77.60834440128205 12.892669646153847),12.892669646153847,77.60834440128205
POINT (77.61332013076924 12.892669646153847),12.892669646153847,77.61332013076924
POINT (77.61829586025641 12.892669646153847),12.892669646153847,77.61829586025641
POINT (77.6232715897436 12.892669646153847),12.892669646153847,77.6232715897436
POINT (77.62824731923077 12.892669646153847),12.892669646153847,77.62824731923077
POINT (77.63322304871795 12.892669646153847),12.892669646153847,77.63322304871795
POINT (77.63819877820514 12.892669646153847),12.892669646153847,77.63819877820514
POINT (77.64317450769231 12.892669646153847),12.892669646153847,77.64317450769231
POINT (77.6481502371795 12.892669646153847),12.892669646153847,77.6481502371795
POINT (77.65312596666668 12.892669646153847),12.892669646153847,77.65312596666668
POINT (77.65810169615385 12.892669646153847),12.892669646153847,77.65810169615385
POINT (77.66307742564103 12.892669646153847),12.892669646153847,77.66307742564103
POINT (77.66805315512822 12.892669646153847),12.892669646153847,77.66805315512822
POINT (77.67302888461539 12.892669646153847),12.892669646153847,77.67302888461539
POINT (77.67800461410258 12.892669646153847),12.892669646153847,77.67800461410258
POINT (77.68298034358976 12.892669646153847),12.892669646153847,77.68298034358976
POINT (77.68795607307693 12.892669646153847),12.892669646153847,77.68795607307693
POINT (77.69293180256412 12.892669646153847),12.892669646153847,77.69293180256412
POINT (77.69790753205129 12.892669646153847),12.892669646153847,77.69790753205129
POINT (77.70288326153847 12.892669646153847),12.892669646153847,77.70288326153847
POINT (77.70785899102566 12.892669646153847),12.892669646153847,77.70785899102566
POINT (77.71283472051283 12.892669646153847),12.892669646153847,77.71283472051283
POINT (77.71781045000002 12.892669646153847),12.892669646153847,77.71781045000002
POINT (77.52375699999999 12.897083728205128),12.897083728205128,77.52375699999999
POINT (77.52873272948717 12.897083728205128),12.897083728205128,77.52873272948717
POINT (77.53370845897435 12.897083728205128),12.897083728205128,77.53370845897435
POINT (77.53868418846153 12.897083728205128),12.897083728205128,77.53868418846153
POINT (77.54365991794872 12.897083728205128),12.897083728205128,77.54365991794872
POINT (77.54863564743589 12.897083728205128),12.897083728205128,77.54863564743589
POINT (77.55361137692307 12.897083728205128),12.897083728205128,77.55361137692307
POINT (77.55858710641024 12.897083728205128),12.897083728205128,77.55858710641024
POINT (77.56356283589743 12.897083728205128),12.897083728205128,77.56356283589743
POINT (77.56853856538461 12.897083728205128),12.897083728205128,77.56853856538461
POINT (77.57351429487179 12.897083728205128),12.897083728205128,77.57351429487179
POINT (77.57849002435897 12.897083728205128),12.897083728205128,77.57849002435897
POINT (77.58346575384616 12.897083728205128),12.897083728205128,77.58346575384616
POINT (77.58844148333333 12.897083728205128),12.897083728205128,77.58844148333333
POINT (77.59341721282051 12.897083728205128),12.897083728205128,77.59341721282051
POINT (77.5983929423077 12.897083728205128),12.897083728205128,77.5983929423077
POINT (77.60336867179487 12.897083728205128),12.897083728205128,77.60336867179487
POINT (77.60834440128205 12.897083728205128),12.897083728205128,77.60834440128205
POINT (77.61332013076924 12.897083728205128),12.897083728205128,77.61332013076924
POINT (77.61829586025641 12.897083728205128),12.897083728205128,77.61829586025641
POINT (77.6232715897436 12.897083728205128),12.897083728205128,77.6232715897436
POINT (77.62824731923077 12.897083728205128),12.897083728205128,77.62824731923077
POINT (77.63322304871795 12.897083728205128),12.897083728205128,77.63322304871795
POINT (77.63819877820514 12.897083728205128),12.897083728205128,77.63819877820514
POINT (77.64317450769231 12.897083728205128),12.897083728205128,77.64317450769231
POINT (77.6481502371795 12.897083728205128),12.897083728205128,77.6481502371795
POINT (77.65312596666668 12.897083728205128),12.897083728205128,77.65312596666668
POINT (77.65810169615385 12.897083728205128),12.897083728205128,77.65810169615385
POINT (77.66307742564103 12.897083728205128),12.897083728205128,77.66307742564103
POINT (77.66805315512822 12.897083728205128),12.897083728205128,77.66805315512822
POINT (77.67302888461539 12.897083728205128),12.897083728205128,77.67302888461539
POINT (77.67800461410258 12.897083728205128),12.897083728205128,77.67800461410258
POINT (77.68298034358976 12.897083728205128),12.897083728205128,77.68298034358976
POINT (77.68795607307693 12.897083728205128),12.897083728205128,77.68795607307693
POINT (77.69293180256412 12.897083728205128),12.897083728205128,77.69293180256412
POINT (77.69790753205129 12.897083728205128),12.897083728205128,77.69790753205129
POINT (77.70288326153847 12.897083728205128),12.897083728205128,77.70288326153847
POINT (77.70785899102566 12.897083728205128),12.897083728205128,77.70785899102566
POINT (77.71283472051283 12.897083728205128),12.897083728205128,77.71283472051283
POINT (77.71781045000002 12.897083728205128),12.897083728205128,77.71781045000002
POINT (77.52375699999999 12.90149781025641),12.90149781025641,77.52375699999999
POINT (77.52873272948717 12.90149781025641),12.90149781025641,77.52873272948717
POINT (77.53370845897435 12.90149781025641),12.90149781025641,77.53370845897435
POINT (77.53868418846153 12.90149781025641),12.90149781025641,77.53868418846153
POINT (77.54365991794872 12.90149781025641),12.90149781025641,77.54365991794872
POINT (77.54863564743589 12.90149781025641),12.90149781025641,77.54863564743589
POINT (77.55361137692307 12.90149781025641),12.90149781025641,77.55361137692307
POINT (77.55858710641024 12.90149781025641),12.90149781025641,77.55858710641024
POINT (77.56356283589743 12.90149781025641),12.90149781025641,77.56356283589743
POINT (77.56853856538461 12.90149781025641),12.90149781025641,77.56853856538461
POINT (77.57351429487179 12.90149781025641),12.90149781025641,77.57351429487179
POINT (77.57849002435897 12.90149781025641),12.90149781025641,77.57849002435897
POINT (77.58346575384616 12.90149781025641),12.90149781025641,77.58346575384616
POINT (77.58844148333333 12.90149781025641),12.90149781025641,77.58844148333333
POINT (77.59341721282051 12.90149781025641),12.90149781025641,77.59341721282051
POINT (77.5983929423077 12.90149781025641),12.90149781025641,77.5983929423077
POINT (77.60336867179487 12.90149781025641),12.90149781025641,77.60336867179487
POINT (77.60834440128205 12.90149781025641),12.90149781025641,77.60834440128205
POINT (77.61332013076924 12.90149781025641),12.90149781025641,77.61332013076924
POINT (77.61829586025641 12.90149781025641),12.90149781025641,77.61829586025641
POINT (77.6232715897436 12.90149781025641),12.90149781025641,77.6232715897436
POINT (77.62824731923077 12.90149781025641),12.90149781025641,77.62824731923077
POINT (77.63322304871795 12.90149781025641),12.90149781025641,77.63322304871795
POINT (77.63819877820514 12.90149781025641),12.90149781025641,77.63819877820514
POINT (77.64317450769231 12.90149781025641),12.90149781025641,77.64317450769231
POINT (77.6481502371795 12.90149781025641),12.90149781025641,77.6481502371795
POINT (77.65312596666668 12.90149781025641),12.90149781025641,77.65312596666668
POINT (77.65810169615385 12.90149781025641),12.90149781025641,77.65810169615385
POINT (77.66307742564103 12.90149781025641),12.90149781025641,77.66307742564103
POINT (77.66805315512822 12.90149781025641),12.90149781025641,77.66805315512822
POINT (77.67302888461539 12.90149781025641),12.90149781025641,77.67302888461539
POINT (77.67800461410258 12.90149781025641),12.90149781025641,77.67800461410258
POINT (77.68298034358976 12.90149781025641),12.90149781025641,77.68298034358976
POINT (77.68795607307693 12.90149781025641),12.90149781025641,77.68795607307693
POINT (77.69293180256412 12.90149781025641),12.90149781025641,77.69293180256412
POINT (77.69790753205129 12.90149781025641),12.90149781025641,77.69790753205129
POINT (77.70288326153847 12.90149781025641),12.90149781025641,77.70288326153847
POINT (77.70785899102566 12.90149781025641),12.90149781025641,77.70785899102566
POINT (77.71283472051283 12.90149781025641),12.90149781025641,77.71283472051283
POINT (77.71781045000002 12.90149781025641),12.90149781025641,77.71781045000002
POINT (77.52375699999999 12.905911892307692),12.905911892307692,77.52375699999999
POINT (77.52873272948717 12.905911892307692),12.905911892307692,77.52873272948717
POINT (77.53370845897435 12.905911892307692),12.905911892307692,77.53370845897435
POINT (77.53868418846153 12.905911892307692),12.905911892307692,77.53868418846153
POINT (77.54365991794872 12.905911892307692),12.905911892307692,77.54365991794872
POINT (77.54863564743589 12.905911892307692),12.905911892307692,77.54863564743589
POINT (77.55361137692307 12.905911892307692),12.905911892307692,77.55361137692307
POINT (77.55858710641024 12.905911892307692),12.905911892307692,77.55858710641024
POINT (77.56356283589743 12.905911892307692),12.905911892307692,77.56356283589743
POINT (77.56853856538461 12.905911892307692),12.905911892307692,77.56853856538461
POINT (77.57351429487179 12.905911892307692),12.905911892307692,77.57351429487179
POINT (77.57849002435897 12.905911892307692),12.905911892307692,77.57849002435897
POINT (77.58346575384616 12.905911892307692),12.905911892307692,77.58346575384616
POINT (77.58844148333333 12.905911892307692),12.905911892307692,77.58844148333333
POINT (77.59341721282051 12.905911892307692),12.905911892307692,77.59341721282051
POINT (77.5983929423077 12.905911892307692),12.905911892307692,77.5983929423077
POINT (77.60336867179487 12.905911892307692),12.905911892307692,77.60336867179487
POINT (77.60834440128205 12.905911892307692),12.905911892307692,77.60834440128205
POINT (77.61332013076924 12.905911892307692),12.905911892307692,77.61332013076924
POINT (77.61829586025641 12.905911892307692),12.905911892307692,77.61829586025641
POINT (77.6232715897436 12.905911892307692),12.905911892307692,77.6232715897436
POINT (77.62824731923077 12.905911892307692),12.905911892307692,77.62824731923077
POINT (77.63322304871795 12.905911892307692),12.905911892307692,77.63322304871795
POINT (77.63819877820514 12.905911892307692),12.905911892307692,77.63819877820514
POINT (77.64317450769231 12.905911892307692),12.905911892307692,77.64317450769231
POINT (77.6481502371795 12.905911892307692),12.905911892307692,77.6481502371795
POINT (77.65312596666668 12.905911892307692),12.905911892307692,77.65312596666668
POINT (77.65810169615385 12.905911892307692),12.905911892307692,77.65810169615385
POINT (77.66307742564103 12.905911892307692),12.905911892307692,77.66307742564103
POINT (77.66805315512822 12.905911892307692),12.905911892307692,77.66805315512822
POINT (77.67302888461539 12.905911892307692),12.905911892307692,77.67302888461539
POINT (77.67800461410258 12.905911892307692),12.905911892307692,77.67800461410258
POINT (77.68298034358976 12.905911892307692),12.905911892307692,77.68298034358976
POINT (77.68795607307693 12.905911892307692),12.905911892307692,77.68795607307693
POINT (77.69293180256412 12.905911892307692),12.905911892307692,77.69293180256412
POINT (77.69790753205129 12.905911892307692),12.905911892307692,77.69790753205129
POINT (77.70288326153847 12.905911892307692),12.905911892307692,77.70288326153847
POINT (77.70785899102566 12.905911892307692),12.905911892307692,77.70785899102566
POINT (77.71283472051283 12.905911892307692),12.905911892307692,77.71283472051283
POINT (77.71781045000002 12.905911892307692),12.905911892307692,77.71781045000002
POINT (77.52375699999999 12.910325974358976),12.910325974358976,77.52375699999999
POINT (77.52873272948717 12.910325974358976),12.910325974358976,77.52873272948717
POINT (77.53370845897435 12.910325974358976),12.910325974358976,77.53370845897435
POINT (77.53868418846153 12.910325974358976),12.910325974358976,77.53868418846153
POINT (77.54365991794872 12.910325974358976),12.910325974358976,77.54365991794872
POINT (77.54863564743589 12.910325974358976),12.910325974358976,77.54863564743589
POINT (77.55361137692307 12.910325974358976),12.910325974358976,77.55361137692307
POINT (77.55858710641024 12.910325974358976),12.910325974358976,77.55858710641024
POINT (77.56356283589743 12.910325974358976),12.910325974358976,77.56356283589743
POINT (77.56853856538461 12.910325974358976),12.910325974358976,77.56853856538461
POINT (77.57351429487179 12.910325974358976),12.910325974358976,77.57351429487179
POINT (77.57849002435897 12.910325974358976),12.910325974358976,77.57849002435897
POINT (77.58346575384616 12.910325974358976),12.910325974358976,77.58346575384616
POINT (77.58844148333333 12.910325974358976),12.910325974358976,77.58844148333333
POINT (77.59341721282051 12.910325974358976),12.910325974358976,77.59341721282051
POINT (77.5983929423077 12.910325974358976),12.910325974358976,77.5983929423077
POINT (77.60336867179487 12.910325974358976),12.910325974358976,77.60336867179487
POINT (77.60834440128205 12.910325974358976),12.910325974358976,77.60834440128205
POINT (77.61332013076924 12.910325974358976),12.910325974358976,77.61332013076924
POINT (77.61829586025641 12.910325974358976),12.910325974358976,77.61829586025641
POINT (77.6232715897436 12.910325974358976),12.910325974358976,77.6232715897436
POINT (77.62824731923077 12.910325974358976),12.910325974358976,77.62824731923077
POINT (77.63322304871795 12.910325974358976),12.910325974358976,77.63322304871795
POINT (77.63819877820514 12.910325974358976),12.910325974358976,77.63819877820514
POINT (77.64317450769231 12.910325974358976),12.910325974358976,77.64317450769231
POINT (77.6481502371795 12.910325974358976),12.910325974358976,77.6481502371795
POINT (77.65312596666668 12.910325974358976),12.910325974358976,77.65312596666668
POINT (77.65810169615385 12.910325974358976),12.910325974358976,77.65810169615385
POINT (77.66307742564103 12.910325974358976),12.910325974358976,77.66307742564103
POINT (77.66805315512822 12.910325974358976),12.910325974358976,77.66805315512822
POINT (77.67302888461539 12.910325974358976),12.910325974358976,77.67302888461539
POINT (77.67800461410258 12.910325974358976),12.910325974358976,77.67800461410258
POINT (77.68298034358976 12.910325974358976),12.910325974358976,77.68298034358976
POINT (77.68795607307693 12.910325974358976),12.910325974358976,77.68795607307693
POINT (77.69293180256412 12.910325974358976),12.910325974358976,77.69293180256412
POINT (77.69790753205129 12.910325974358976),12.910325974358976,77.69790753205129
POINT (77.70288326153847 12.910325974358976),12.910325974358976,77.70288326153847
POINT (77.70785899102566 12.910325974358976),12.910325974358976,77.70785899102566
POINT (77.71283472051283 12.910325974358976),12.910325974358976,77.71283472051283
POINT (77.71781045000002 12.910325974358976),12.910325974358976,77.71781045000002
POINT (77.52375699999999 12.914740056410258),12.914740056410258,77.52375699999999
POINT (77.52873272948717 12.914740056410258),12.914740056410258,77.52873272948717
POINT (77.53370845897435 12.914740056410258),12.914740056410258,77.53370845897435
POINT (77.53868418846153 12.914740056410258),12.914740056410258,77.53868418846153
POINT (77.54365991794872 12.914740056410258),12.914740056410258,77.54365991794872
POINT (77.54863564743589 12.914740056410258),12.914740056410258,77.54863564743589
POINT (77.55361137692307 12.914740056410258),12.914740056410258,77.55361137692307
POINT (77.55858710641024 12.914740056410258),12.914740056410258,77.55858710641024
POINT (77.56356283589743 12.914740056410258),12.914740056410258,77.56356283589743
POINT (77.56853856538461 12.914740056410258),12.914740056410258,77.56853856538461
POINT (77.57351429487179 12.914740056410258),12.914740056410258,77.57351429487179
POINT (77.57849002435897 12.914740056410258),12.914740056410258,77.57849002435897
POINT (77.58346575384616 12.914740056410258),12.914740056410258,77.58346575384616
POINT (77.58844148333333 12.914740056410258),12.914740056410258,77.58844148333333
POINT (77.59341721282051 12.914740056410258),12.914740056410258,77.59341721282051
POINT (77.5983929423077 12.914740056410258),12.914740056410258,77.5983929423077
POINT (77.60336867179487 12.914740056410258),12.914740056410258,77.60336867179487
POINT (77.60834440128205 12.914740056410258),12.914740056410258,77.60834440128205
POINT (77.61332013076924 12.914740056410258),12.914740056410258,77.61332013076924
POINT (77.61829586025641 12.914740056410258),12.914740056410258,77.61829586025641
POINT (77.6232715897436 12.914740056410258),12.914740056410258,77.6232715897436
POINT (77.62824731923077 12.914740056410258),12.914740056410258,77.62824731923077
POINT (77.63322304871795 12.914740056410258),12.914740056410258,77.63322304871795
POINT (77.63819877820514 12.914740056410258),12.914740056410258,77.63819877820514
POINT (77.64317450769231 12.914740056410258),12.914740056410258,77.64317450769231
POINT (77.6481502371795 12.914740056410258),12.914740056410258,77.6481502371795
POINT (77.65312596666668 12.914740056410258),12.914740056410258,77.65312596666668
POINT (77.65810169615385 12.914740056410258),12.914740056410258,77.65810169615385
POINT (77.66307742564103 12.914740056410258),12.914740056410258,77.66307742564103
POINT (77.66805315512822 12.914740056410258),12.914740056410258,77.66805315512822
POINT (77.67302888461539 12.914740056410258),12.914740056410258,77.67302888461539
POINT (77.67800461410258 12.914740056410258),12.914740056410258,77.67800461410258
POINT (77.68298034358976 12.914740056410258),12.914740056410258,77.68298034358976
POINT (77.68795607307693 12.914740056410258),12.914740056410258,77.68795607307693
POINT (77.69293180256412 12.914740056410258),12.914740056410258,77.69293180256412
POINT (77.69790753205129 12.914740056410258),12.914740056410258,77.69790753205129
POINT (77.70288326153847 12.914740056410258),12.914740056410258,77.70288326153847
POINT (77.70785899102566 12.914740056410258),12.914740056410258,77.70785899102566
POINT (77.71283472051283 12.914740056410258),12.914740056410258,77.71283472051283
POINT (77.71781045000002 12.914740056410258),12.914740056410258,77.71781045000002
POINT (77.52375699999999 12.91915413846154),12.91915413846154,77.52375699999999
POINT (77.52873272948717 12.91915413846154),12.91915413846154,77.52873272948717
POINT (77.53370845897435 12.91915413846154),12.91915413846154,77.53370845897435
POINT (77.53868418846153 12.91915413846154),12.91915413846154,77.53868418846153
POINT (77.54365991794872 12.91915413846154),12.91915413846154,77.54365991794872
POINT (77.54863564743589 12.91915413846154),12.91915413846154,77.54863564743589
POINT (77.55361137692307 12.91915413846154),12.91915413846154,77.55361137692307
POINT (77.55858710641024 12.91915413846154),12.91915413846154,77.55858710641024
POINT (77.56356283589743 12.91915413846154),12.91915413846154,77.56356283589743
POINT (77.56853856538461 12.91915413846154),12.91915413846154,77.56853856538461
POINT (77.57351429487179 12.91915413846154),12.91915413846154,77.57351429487179
POINT (77.57849002435897 12.91915413846154),12.91915413846154,77.57849002435897
POINT (77.58346575384616 12.91915413846154),12.91915413846154,77.58346575384616
POINT (77.58844148333333 12.91915413846154),12.91915413846154,77.58844148333333
POINT (77.59341721282051 12.91915413846154),12.91915413846154,77.59341721282051
POINT (77.5983929423077 12.91915413846154),12.91915413846154,77.5983929423077
POINT (77.60336867179487 12.91915413846154),12.91915413846154,77.60336867179487
POINT (77.60834440128205 12.91915413846154),12.91915413846154,77.60834440128205
POINT (77.61332013076924 12.91915413846154),12.91915413846154,77.61332013076924
POINT (77.61829586025641 12.91915413846154),12.91915413846154,77.61829586025641
POINT (77.6232715897436 12.91915413846154),12.91915413846154,77.6232715897436
POINT (77.62824731923077 12.91915413846154),12.91915413846154,77.62824731923077
POINT (77.63322304871795 12.91915413846154),12.91915413846154,77.63322304871795
POINT (77.63819877820514 12.91915413846154),12.91915413846154,77.63819877820514
POINT (77.64317450769231 12.91915413846154),12.91915413846154,77.64317450769231
POINT (77.6481502371795 12.91915413846154),12.91915413846154,77.6481502371795
POINT (77.65312596666668 12.91915413846154),12.91915413846154,77.65312596666668
POINT (77.65810169615385 12.91915413846154),12.91915413846154,77.65810169615385
POINT (77.66307742564103 12.91915413846154),12.91915413846154,77.66307742564103
POINT (77.66805315512822 12.91915413846154),12.91915413846154,77.66805315512822
POINT (77.67302888461539 12.91915413846154),12.91915413846154,77.67302888461539
POINT (77.67800461410258 12.91915413846154),12.91915413846154,77.67800461410258
